"x"
11424
29593
67638
68602
2183
6530
11070
11583
28451
43459
51114
51941
56329
56617
56893
57765
59909
72961
74562
80102
81996
2041
4468
5453
10703
11373
23488
30724
31059
31350
33354
33935
35347
36082
37675
39985
39990
58326
58522
59823
69715
72651
75016
79146
80957
85943
87234
3523
36445
30291
90237
155
11247
18032
36644
48445
49337
55380
61114
65069
66086
47217
25046
28034
4886
5266
6110
11135
11756
29997
36197
36785
38652
52909
53449
55380
84035
89357
89373
54853
3389
66
2569
9979
27701
89311
2104
27259
6578
11612
44312
25092
44441
61079
11895
32345
47277
69000
69360
155
525
2837
3941
5788
6554
7001
7687
11612
13107
13245
13463
17489
18032
18629
20171
21198
23283
25746
30438
30884
31314
38507
38512
40544
41251
42685
48267
49337
54730
56930
65828
73815
76388
79238
79254
80327
81433
81486
81494
82359
84595
87193
88628
213
3902
4812
9753
25403
26713
40851
50326
51712
81397
52690
67219
71589
71590
71604
71923
75245
12218
12692
18134
22337
24050
32794
33169
33794
51081
59882
64948
65325
68005
79490
82153
82279
82859
84713
86271
89391
90093
8537
7650
22510
40251
42255
53208
89381
32873
3099
4369
5213
23632
29491
31426
52176
713
1015
23488
45892
64703
65146
67966
81828
84472
86270
10484
30143
58495
1343
8727
11705
20383
33604
39494
43106
57742
58501
58725
66444
71679
77934
22608
52966
54676
88530
5600
23121
29811
30316
31486
38558
65122
3216
27115
34060
66826
665
46128
5788
30884
45996
65529
57773
87273
389
6325
22179
17680
59996
48234
41696
56310
81763
4680
5629
15451
18233
18550
22403
30109
30306
30651
33210
36354
36987
40862
49344
51515
60761
70709
74430
76713
82091
86384
43052
69619
75807
81603
2614
6578
7349
20734
21622
22267
39037
53292
58969
59359
60764
63255
64245
69540
72470
11756
25001
73053
88201
20503
28579
41957
52710
58024
12040
48234
64616
70871
8702
73272
73346
3612
58622
5364
45189
2036
19638
30053
41476
51075
29102
6797
9228
9273
10753
10907
11697
12744
14708
16411
24232
25541
31723
31732
32020
52592
58723
60590
63404
71229
71588
80844
85069
32695
32739
38570
55971
59589
61094
65019
67898
71206
5292
10073
37329
68735
11
159
628
652
662
695
1976
2974
3336
5962
6439
6441
6593
7888
9591
9599
10772
11011
11728
11843
11867
12179
13481
13673
14415
15480
16372
16426
16731
16751
16819
17397
17584
17767
18016
18345
18748
19340
19785
20704
20854
21191
22042
22915
23379
24062
25241
27086
27475
27528
27966
29320
29528
29656
30101
30526
32232
32301
33266
33524
34814
35134
35391
36059
36125
36787
37300
38086
38270
38273
38769
39332
39509
40132
40547
40849
40871
40937
41070
41129
41217
42058
42388
42728
43123
44053
44558
44960
45426
45637
45645
45865
46001
46239
46503
46596
46902
47576
47829
48471
48695
49449
49576
50004
50058
50071
50328
50479
50594
51497
52403
52563
53012
53043
53263
54786
55072
55586
56594
57129
57425
58037
58154
58635
58644
59050
59202
59228
59320
59954
62041
62967
63335
63962
64078
64850
64995
65056
65209
65957
66052
66581
67107
67200
69590
69674
69763
70384
70493
70511
70760
72462
73228
73388
73760
74174
75437
75480
75638
77139
77381
77707
77963
78945
79770
80228
80409
82718
83721
83782
84062
84236
85104
85282
85613
86019
86781
86857
90204
29033
46929
4276
37260
70833
89542
56433
66337
78703
5125
19816
24028
29591
31426
41771
50458
62036
69181
75371
66322
67790
68613
838
868
1664
5794
12363
14613
15368
30291
32936
34583
37402
48039
49006
68002
68154
77092
79822
85489
86649
86848
87293
3693
6578
8965
15595
29001
29347
29593
30093
30761
30822
31013
35961
46232
46790
49189
50843
52388
56393
57515
59483
65315
65470
65587
71202
74810
5558
86871
6578
61331
11612
11934
12769
26084
89068
90087
4043
5797
8702
14229
19447
20227
29811
29995
31235
36889
38747
40721
49958
55118
56043
56930
58708
58724
58729
58742
58807
58810
58863
61278
65078
65186
72699
13225
5493
9410
11583
12040
15310
16599
19601
20494
22515
24511
25158
29234
30716
31324
32397
37722
39095
40354
44154
48125
50298
53676
53825
53959
54298
56893
57679
59049
61951
62380
63217
64993
67735
68975
69645
71169
72744
74283
74301
74365
78370
79452
80677
83316
86058
86867
44201
39422
6925
65475
70746
75901
84574
88777
90201
46836
5062
60126
2427
6578
13760
29060
31092
35967
54503
55034
60635
62401
62430
64457
68923
75269
76975
78070
78292
4723
15288
29835
15988
17522
70898
68038
2346
2518
2585
3221
3954
4312
4636
27641
27982
30769
31551
40598
46527
46646
1831
8703
18051
21713
25393
25963
28809
29331
29806
30135
31750
32790
33864
36166
38476
41734
44994
47995
60576
61341
63876
72930
76905
77609
82180
11612
50697
54175
83819
31646
38217
54084
55467
80233
957
40952
18487
60072
24607
42230
42306
44162
44266
48164
48536
48945
52744
53230
55348
55710
58009
59619
59850
60924
65063
66189
68789
1543
3908
7983
8687
8702
9681
9827
10559
11790
12623
17958
33189
35112
36205
36856
38967
42945
45557
50797
54584
55516
58555
60147
65425
65483
66031
66333
71546
74418
75371
80328
83280
83982
85124
87860
88399
16314
41112
89381
44958
60783
70405
48012
79209
121
2190
2487
6740
8227
8889
9556
9606
10915
11111
12419
12426
13185
15006
16073
17767
17814
17919
18005
19024
20851
23673
25199
25316
25398
26261
28993
30084
30233
31988
32233
33294
36698
38729
41673
42567
42865
43021
45189
45818
51569
52314
52567
52724
53085
54075
54814
55776
56858
59728
61217
62236
62769
62942
64247
69657
70258
71799
72194
72533
74174
76481
80074
85588
86171
88254
88406
5096
6757
6818
7739
8702
10846
11612
12074
17806
18264
20615
23340
25003
31224
32658
33721
35057
36986
37200
43430
46490
49409
50706
50787
57444
58525
58893
59901
60131
61125
62520
64348
66009
66106
68057
68093
68267
68270
68274
68278
68286
68291
68304
68307
68317
68343
69234
70072
70226
71547
72434
74612
75515
76714
81225
81435
81575
81884
81911
82702
84184
85588
88159
89701
90130
90330
33246
60764
40969
68731
70461
30946
58424
68868
86349
5060
16848
30167
59413
74626
3612
5481
14053
59949
60520
78138
88628
56893
29328
29630
65840
80971
30764
86378
2992
3955
4917
8702
9203
12429
20366
21430
28278
36836
47438
51092
52052
55148
57609
64014
64703
68735
70785
76008
78618
70871
55971
59589
66420
46699
71168
56735
12778
13902
18228
18941
23537
41044
45322
61951
79452
36030
61183
53073
27958
38288
22142
41875
19626
20236
21665
31436
33508
45643
70251
1335
4506
4533
5276
8333
8838
14014
14068
17014
18282
24113
25236
30742
43665
44302
46271
46923
54844
55384
58367
59662
60539
65013
66685
69335
69681
75354
79048
80158
81885
89027
90025
3642
6578
11912
13543
15009
21486
23799
27794
28257
28397
28579
28580
29020
30015
31144
36662
39894
43057
46180
55628
57835
62543
81416
83812
85545
87071
2426
3108
17254
33137
33212
36008
38684
50250
53729
54699
55205
61110
68044
69606
71348
71556
80207
12913
47873
37329
80748
81482
26695
2333
2370
2535
2634
2691
2855
3493
3496
3775
3890
4043
4261
4332
4420
4441
5077
5102
5177
5533
5567
6338
6459
6974
6976
7090
7458
7688
7785
7900
8022
8146
8251
8590
9199
10502
10838
11303
11413
11418
12210
12272
12454
12518
13585
13685
13758
13852
14400
14892
15609
16690
16753
17035
17353
17441
17493
17505
17697
17753
19023
19056
19387
19697
19830
19977
20245
20409
20986
21041
21250
21500
21972
22643
22857
22920
23158
23206
23340
23596
24033
25350
25561
25953
27409
27478
27526
27878
29389
29645
29993
30143
30229
31787
32075
32099
32276
32792
32804
32998
33467
33851
33903
34039
34442
34565
34636
35443
35580
35715
36116
36276
36343
36844
36859
36932
36993
37001
37586
37657
37760
38125
38431
38747
39328
39602
39988
40594
41358
41512
42434
42618
42767
42852
43020
43271
43289
43452
43832
44278
44600
44631
44903
44959
45091
45343
45835
46106
46582
46598
47094
47407
47415
47435
48175
48329
48593
48659
48662
